season_Season,season_WTeamID,season_WTeamName,season_WScore,season_LTeamID,season_LTeamName,season_LScore,season_WLoc,season_NumOT,season_WFGM,season_WFGA,season_WFGM3,season_WFGA3,season_WFTM,season_WFTA,season_WOR,season_WDR,season_WAst,season_WTO,season_WStl,season_WBlk,season_WPF,season_LFGM,season_LFGA,season_LFGM3,season_LFGA3,season_LFTM,season_LFTA,season_LOR,season_LDR,season_LAst,season_LTO,season_LStl,season_LBlk,season_LPF
2023,1397,Tennessee,87,1280,Mississippi St,53,H,0,36,52,12,21,3,3,7,27,28,15,7,5,18,21,53,4,18,7,17,7,8,12,12,8,1,10
2023,1435,Vanderbilt,84,1376,South Carolina,79,H,1,27,60,7,19,23,35,13,28,13,11,3,7,15,30,72,9,29,10,15,12,22,11,10,4,1,25
2023,1458,Wisconsin,63,1278,Minnesota,60,H,0,24,55,8,20,7,9,2,22,9,8,13,2,15,24,55,5,14,7,11,9,28,7,20,5,2,10
2023,1116,Arkansas,74,1281,Missouri,68,H,0,26,54,6,21,16,23,13,24,13,16,7,4,19,24,54,6,19,14,21,8,14,12,9,7,2,23
2023,1155,Clemson,68,1439,Virginia Tech,65,A,0,22,53,9,23,15,18,2,34,11,14,5,4,21,21,67,9,24,14,17,12,30,12,11,4,3,17
2023,1182,Duquesne,79,1433,VCU,70,H,0,29,64,11,25,10,16,13,23,15,11,10,3,19,24,57,7,19,15,23,13,19,8,15,5,8,12
2023,1208,Georgia,76,1120,Auburn,64,H,0,24,53,6,15,22,32,8,26,11,10,10,3,19,24,69,6,28,10,16,16,23,14,10,6,4,20
2023,1235,Iowa St,63,1328,Oklahoma,60,A,0,22,51,7,15,12,16,8,16,10,11,9,5,14,22,49,7,22,9,9,4,19,15,13,8,2,15
2023,1276,Michigan,79,1336,Penn St,69,H,0,27,58,8,19,17,25,6,29,11,3,4,2,16,26,58,9,28,8,11,4,25,6,7,2,2,20
2023,1301,NC State,84,1181,Duke,60,H,0,33,70,10,26,8,15,11,23,13,6,10,9,20,19,48,5,15,17,25,9,26,10,21,5,2,18
2023,1314,North Carolina,88,1448,Wake Forest,79,H,0,30,58,9,24,19,24,7,21,12,9,9,5,18,28,57,10,21,13,20,7,22,16,15,7,0,18
2023,1321,Northwestern,73,1228,Illinois,60,H,0,17,53,7,18,32,40,8,23,11,7,11,3,17,23,58,8,28,6,10,7,27,13,15,2,6,29
2023,1356,S Illinois,53,1179,Drake,49,H,0,17,51,4,19,15,19,8,27,9,8,6,2,13,18,54,7,19,6,8,9,24,9,13,2,1,17
2023,1395,TCU,88,1124,Baylor,87,A,0,33,68,3,14,19,23,9,18,18,7,7,4,20,24,54,11,24,28,33,11,24,16,15,3,4,18
2023,1401,Texas A&M,66,1196,Florida,63,A,0,23,61,2,16,18,28,11,21,9,10,10,1,19,20,44,7,19,16,22,6,27,10,17,4,4,24
2023,1421,UNC Asheville,76,1219,High Point,72,A,0,23,54,9,27,21,32,8,25,16,12,5,2,24,25,56,5,18,17,32,10,29,12,13,5,3,24
2023,1459,Wofford,53,1273,Mercer,52,A,0,22,56,2,13,7,9,5,18,11,8,5,0,15,19,47,3,10,11,15,7,23,9,11,3,2,11
2023,1112,Arizona,70,1449,Washington,67,H,0,24,66,9,27,13,17,11,23,21,11,10,7,15,26,61,9,27,6,11,8,28,13,15,10,5,17
2023,1160,Colorado,68,1332,Oregon,41,H,0,25,55,7,20,11,14,9,32,14,15,6,4,18,14,52,1,14,12,21,6,22,3,10,7,6,14
2023,1211,Gonzaga,77,1362,San Francisco,75,A,0,30,66,10,26,7,10,5,18,14,6,6,3,14,27,59,10,23,11,13,11,29,7,17,3,5,14
2023,1213,Grand Canyon,72,1358,Sam Houston St,68,A,1,23,51,6,21,20,25,9,25,8,22,7,2,22,21,53,7,16,19,31,9,18,9,17,12,2,18
2023,1218,Hawaii,62,1471,UC San Diego,49,A,0,26,51,8,20,2,3,7,21,15,12,5,5,12,20,51,3,11,6,9,6,15,3,12,5,2,13
2023,1222,Houston,87,1374,SMU,53,H,0,31,68,10,30,15,19,20,32,17,10,6,5,22,15,49,3,20,20,28,5,15,8,11,5,2,18
2023,1251,Liberty,75,1240,Jacksonville St,41,H,0,28,56,13,33,6,10,3,23,21,9,4,1,19,14,41,2,12,11,18,2,26,3,17,5,3,12
2023,1252,Lipscomb,86,1466,North Alabama,62,H,0,31,50,9,18,15,18,2,36,18,16,2,4,11,24,67,4,20,10,16,7,13,7,5,7,6,12
2023,1258,Loy Marymount,64,1140,BYU,59,H,0,21,52,7,25,15,23,6,27,10,13,4,5,12,26,63,2,13,5,9,4,23,10,13,7,4,21
2023,1319,Northern Arizona,75,1285,Montana,74,H,1,25,51,6,17,19,23,5,28,12,13,5,2,21,25,59,9,24,15,19,6,20,10,10,9,3,19
2023,1345,Purdue,71,1326,Ohio St,69,A,0,25,58,13,31,8,10,12,20,15,14,4,0,9,29,58,6,14,5,7,9,17,11,7,8,4,13
2023,1353,Rutgers,64,1268,Maryland,50,H,0,23,51,6,17,12,14,7,19,11,12,11,6,11,19,46,8,22,4,9,9,16,10,18,9,2,17
2023,1407,Troy,78,1330,Old Dominion,71,H,0,26,63,11,30,15,19,10,20,16,13,11,4,20,19,55,8,20,25,33,14,23,9,15,6,4,16
2023,1417,UCLA,60,1425,USC,58,H,0,20,58,9,26,11,17,14,19,12,8,5,2,11,25,53,3,16,5,6,4,22,10,10,5,5,18
2023,1436,Vermont,74,1136,Bryant,64,H,0,21,56,9,28,23,30,3,19,13,4,12,1,18,22,49,4,21,16,23,10,34,5,21,4,2,28
2023,1464,Youngstown St,78,1352,Robert Morris,56,H,0,26,53,9,20,17,22,5,21,15,5,12,4,15,25,52,1,10,5,7,5,22,17,15,1,3,15
2023,1123,Ball St,70,1103,Akron,63,H,0,23,58,3,14,21,28,15,17,6,10,7,6,18,19,49,3,12,22,26,9,22,3,16,6,3,26
2023,1171,Dartmouth,81,1463,Yale,77,A,0,27,58,8,18,19,30,7,29,13,12,5,5,28,23,53,2,14,29,42,7,27,11,14,6,5,26
2023,1104,Alabama,78,1246,Kentucky,52,H,0,26,54,8,22,18,26,6,31,13,9,9,6,13,21,73,5,20,5,8,16,21,7,11,4,6,20
2023,1120,Auburn,72,1116,Arkansas,59,H,0,24,55,7,21,17,22,7,23,13,8,8,7,20,19,56,2,16,19,32,15,27,9,13,4,5,21
2023,1140,BYU,68,1360,San Diego,48,A,0,24,48,4,15,16,18,3,28,17,12,7,3,15,18,57,3,23,9,10,8,18,9,14,5,3,18
2023,1155,Clemson,75,1338,Pittsburgh,74,A,0,25,53,7,17,18,24,6,29,14,8,3,2,23,23,57,11,29,17,23,9,26,11,6,4,4,19
2023,1163,Connecticut,69,1166,Creighton,60,H,0,21,60,8,24,19,23,9,22,8,4,6,8,19,20,61,2,16,18,23,12,28,5,13,1,6,17
2023,1179,Drake,82,1293,Murray St,64,H,0,30,62,11,27,11,14,10,27,16,11,3,2,11,25,56,5,16,9,11,2,23,9,10,6,3,17
2023,1181,Duke,65,1130,Boston College,64,A,0,21,53,6,17,17,19,8,24,15,15,4,7,9,26,63,6,17,6,7,10,21,14,9,8,3,15
2023,1196,Florida,82,1208,Georgia,75,H,0,30,61,7,22,15,17,6,29,15,9,5,9,18,26,68,10,20,13,18,10,25,9,9,6,2,15
2023,1211,Gonzaga,81,1365,Santa Clara,76,A,0,30,64,7,19,14,22,11,24,14,9,3,5,13,34,72,5,16,3,4,13,25,16,10,6,2,21
2023,1228,Illinois,79,1458,Wisconsin,69,H,0,25,53,10,19,19,26,7,30,14,10,5,6,14,28,64,8,29,5,12,10,24,12,9,6,2,21
2023,1239,Jacksonville,51,1252,Lipscomb,44,H,0,20,51,8,18,3,4,4,33,11,13,5,4,10,17,56,3,26,7,10,5,24,6,7,9,0,9
2023,1242,Kansas,76,1452,West Virginia,62,A,0,24,57,11,24,17,19,10,30,12,12,6,3,24,20,57,4,20,18,28,9,20,10,11,3,3,14
2023,1243,Kansas St,97,1124,Baylor,95,A,1,34,64,11,25,18,21,7,22,24,12,4,6,25,29,65,8,25,29,38,13,19,21,12,7,3,20
2023,1266,Marquette,95,1207,Georgetown,73,H,0,39,71,12,29,5,6,7,19,29,9,15,3,16,27,52,7,14,12,21,7,22,17,19,4,4,7
2023,1272,Memphis,69,1187,East Carolina,59,H,0,28,59,2,13,11,17,9,20,14,14,15,5,13,22,54,9,28,6,8,7,21,13,22,11,3,15
2023,1277,Michigan St,59,1276,Michigan,53,H,0,21,56,6,19,11,13,6,29,12,10,2,1,19,19,55,3,20,12,16,3,26,8,9,5,4,18
2023,1281,Missouri,85,1435,Vanderbilt,82,H,0,24,57,10,26,27,31,4,21,16,4,8,3,13,33,68,8,27,8,12,14,29,15,13,2,1,23
2023,1285,Montana,79,1294,N Colorado,74,A,0,28,57,8,16,15,21,6,26,18,11,4,2,18,22,53,10,27,20,22,4,22,15,14,7,1,21
2023,1314,North Carolina,81,1323,Notre Dame,64,H,0,31,65,8,19,11,19,12,30,19,8,7,6,15,25,60,7,18,7,14,6,23,11,8,5,1,16
2023,1328,Oklahoma,68,1403,Texas Tech,63,A,1,27,65,9,27,5,6,8,27,14,11,9,6,20,21,57,2,18,19,25,7,28,7,11,5,3,12
2023,1332,Oregon,70,1428,Utah,60,A,0,23,57,7,28,17,25,10,27,15,11,8,5,21,20,56,3,21,17,25,7,26,14,14,6,2,20
2023,1367,SC Upstate,76,1219,High Point,57,H,0,31,62,9,21,5,11,7,28,16,18,13,6,19,20,52,6,23,11,23,8,24,6,21,10,4,13
2023,1372,SF Austin,73,1213,Grand Canyon,68,H,0,29,59,2,9,13,18,11,18,11,9,7,5,17,21,48,6,21,20,24,9,19,14,16,5,2,17
2023,1397,Tennessee,85,1376,South Carolina,42,A,0,35,68,10,22,5,7,17,30,19,14,13,3,18,12,48,4,26,14,15,6,13,5,17,10,5,11
2023,1401,Texas A&M,69,1261,LSU,56,H,0,26,54,4,16,13,19,10,23,12,13,6,1,17,17,49,9,22,13,18,7,18,11,12,11,3,16
2023,1407,Troy,66,1117,Arkansas St,54,H,0,21,52,7,24,17,22,5,27,13,11,4,4,14,19,58,4,15,12,16,11,27,5,13,6,3,21
2023,1424,UNLV,84,1307,New Mexico,77,A,0,29,56,8,22,18,24,5,23,12,13,8,7,21,29,67,5,19,14,22,11,22,13,16,8,1,19
2023,1433,VCU,89,1172,Davidson,72,H,0,32,55,15,24,10,11,4,17,20,13,10,4,17,29,53,2,11,12,15,9,19,8,18,9,0,14
2023,1448,Wake Forest,80,1257,Louisville,72,A,0,29,55,13,32,9,14,7,23,14,10,3,1,21,26,59,9,28,11,20,14,21,9,12,5,1,16
2023,1450,Washington St,74,1112,Arizona,61,A,0,25,64,12,28,12,14,14,27,13,7,3,5,19,20,63,4,25,17,28,16,24,9,8,2,3,16
2023,1459,Wofford,77,1154,Citadel,57,H,0,31,58,9,26,6,12,6,28,17,15,10,3,12,24,61,3,23,6,8,6,24,11,14,6,0,14
2023,1463,Yale,58,1217,Harvard,54,H,0,23,51,4,15,8,14,6,30,13,15,7,3,11,18,55,9,35,9,11,7,24,12,15,8,2,15
2023,1184,E Kentucky,62,1251,Liberty,59,H,0,23,54,10,22,6,8,7,26,16,13,6,5,14,23,59,4,23,9,11,10,22,10,10,6,1,13
2023,1222,Houston,72,1153,Cincinnati,59,A,0,31,68,6,16,4,4,10,21,13,5,13,4,14,20,57,9,26,10,14,12,21,12,16,4,2,9
2023,1268,Maryland,80,1326,Ohio St,73,H,0,24,52,5,13,27,33,13,26,7,12,4,2,17,24,55,9,19,16,19,7,19,8,12,7,3,28
2023,1345,Purdue,76,1336,Penn St,63,N,0,31,56,8,18,6,7,9,24,18,11,5,5,11,26,62,8,22,3,3,7,15,12,8,7,1,12
2023,1420,UMBC,81,1136,Bryant,73,A,0,32,68,9,22,8,11,6,28,16,5,4,4,13,27,62,7,21,12,17,7,26,10,6,4,4,14
2023,1307,New Mexico,82,1331,Oral Roberts,75,H,0,33,64,4,16,12,19,8,32,16,10,7,8,14,30,71,9,36,6,11,14,24,11,12,2,6,18
2023,1352,Robert Morris,77,1237,IUPUI,70,H,0,23,47,7,23,24,31,2,22,17,11,7,3,20,24,52,5,14,17,24,7,24,13,17,5,2,25
2023,1103,Akron,74,1132,Bowling Green,70,A,0,25,62,11,30,13,14,8,24,14,9,7,3,12,26,53,10,21,8,13,3,29,15,12,6,3,17
2023,1120,Auburn,82,1279,Mississippi,73,A,0,30,61,4,14,18,22,7,23,19,9,8,1,17,24,55,9,25,16,18,6,22,14,11,6,8,17
2023,1179,Drake,76,1227,IL Chicago,71,A,1,26,53,6,16,18,29,9,26,15,16,3,1,17,27,56,8,27,9,14,2,16,19,11,10,4,23
2023,1196,Florida,67,1261,LSU,56,A,0,19,48,5,25,24,32,6,24,10,10,10,8,15,19,59,5,28,13,16,12,24,12,15,5,0,21
2023,1228,Illinois,76,1304,Nebraska,50,A,0,28,61,8,29,12,18,13,26,15,10,12,7,21,20,54,4,14,6,11,7,22,8,17,3,2,17
2023,1235,Iowa St,84,1403,Texas Tech,50,H,0,34,69,12,22,4,10,13,26,20,10,9,6,15,19,52,5,26,7,10,6,20,10,18,9,6,11
2023,1242,Kansas,79,1328,Oklahoma,75,H,0,22,59,4,11,31,39,11,22,10,6,8,4,16,27,57,2,17,19,23,6,28,8,11,3,4,22
2023,1277,Michigan St,69,1458,Wisconsin,65,A,0,23,44,7,13,16,17,3,29,10,13,3,3,12,25,55,9,23,6,8,3,15,9,5,6,1,18
2023,1376,South Carolina,71,1246,Kentucky,68,A,0,27,56,11,20,6,7,11,14,11,12,2,1,15,29,57,3,10,7,14,13,14,9,6,6,6,11
2023,1397,Tennessee,77,1435,Vanderbilt,68,H,0,28,58,7,21,14,15,12,22,20,9,4,5,15,22,58,6,27,18,20,10,16,7,7,7,4,15
2023,1433,VCU,78,1260,Loyola-Chicago,64,A,0,24,42,4,8,26,36,6,15,14,12,11,3,18,23,45,6,14,12,17,5,17,16,18,9,3,23
2023,1438,Virginia,65,1314,North Carolina,58,H,0,24,52,6,19,11,19,5,25,11,7,9,8,12,21,53,8,24,8,12,6,24,9,12,5,2,19
2023,1104,Alabama,84,1116,Arkansas,69,A,0,25,54,9,20,25,36,5,28,11,13,8,5,22,26,61,2,10,15,23,8,25,9,14,6,4,23
2023,1124,Baylor,83,1452,West Virginia,78,A,0,23,52,9,23,28,36,9,23,10,9,5,2,27,23,60,8,24,24,33,12,22,15,7,1,3,26
2023,1136,Bryant,86,1107,SUNY Albany,69,H,0,32,60,15,31,7,10,9,24,22,12,5,3,11,27,61,7,24,8,12,10,17,14,9,6,0,14
2023,1149,Charleston So,106,1219,High Point,69,H,0,41,70,13,28,11,19,14,29,21,11,9,1,19,26,57,7,23,10,17,6,17,9,17,6,3,19
2023,1155,Clemson,83,1257,Louisville,70,H,0,28,53,8,21,19,23,7,25,11,10,7,4,20,22,54,9,20,17,23,10,16,10,13,5,1,21
2023,1181,Duke,77,1338,Pittsburgh,69,H,0,24,66,6,27,23,27,20,27,13,17,5,5,21,25,58,6,22,13,17,7,18,9,13,9,5,21
2023,1208,Georgia,58,1280,Mississippi St,50,H,0,14,47,5,23,25,31,10,30,7,17,4,2,20,18,61,7,27,7,22,13,23,11,9,12,2,24
2023,1222,Houston,83,1378,South Florida,77,H,0,25,59,11,27,22,32,13,14,9,7,9,4,23,23,47,10,21,21,27,7,24,12,16,4,0,22
2023,1266,Marquette,82,1163,Connecticut,76,H,0,30,59,6,16,16,19,5,16,16,11,8,3,15,29,60,6,22,12,15,14,20,16,13,5,11,14
2023,1359,Samford,83,1459,Wofford,58,H,0,32,60,16,39,3,6,7,23,18,8,12,2,13,21,49,6,21,10,14,3,20,11,15,5,1,11
2023,1401,Texas A&M,82,1281,Missouri,64,H,0,24,45,10,23,24,32,10,31,17,18,3,4,18,21,59,7,31,15,21,5,16,11,9,9,1,29
2023,1415,UC Riverside,74,1471,UC San Diego,68,A,0,26,65,12,29,10,16,16,26,20,12,4,2,10,25,57,5,20,13,14,4,25,10,8,7,5,16
2023,1416,UCF,107,1272,Memphis,104,H,2,29,69,16,35,33,37,17,24,19,18,4,6,25,35,69,6,18,28,31,11,25,14,14,7,5,29
2023,1462,Xavier,90,1166,Creighton,87,H,0,34,68,8,19,14,21,15,25,22,13,5,4,15,32,64,10,23,13,16,6,23,20,10,7,5,18
2023,1112,Arizona,86,1333,Oregon St,74,A,0,32,61,11,29,11,17,11,28,26,17,6,6,21,23,60,8,27,20,26,9,20,12,11,10,4,18
2023,1113,Arizona St,90,1332,Oregon,73,A,0,33,63,13,29,11,14,9,24,20,9,7,4,16,25,59,8,23,15,17,7,20,12,10,7,5,15
2023,1211,Gonzaga,75,1140,BYU,74,A,0,31,69,6,18,7,13,17,28,17,16,9,3,14,28,60,13,25,5,10,5,24,18,16,12,3,15
2023,1213,Grand Canyon,80,1426,UT Arlington,48,H,0,28,48,14,26,10,15,6,29,14,16,6,4,19,17,52,6,14,8,18,10,16,14,14,7,1,19
2023,1234,Iowa,93,1276,Michigan,84,H,1,32,71,12,30,17,22,11,26,18,6,4,6,13,33,67,14,31,4,6,9,25,18,11,4,5,18
2023,1251,Liberty,72,1466,North Alabama,54,H,0,25,54,12,29,10,15,5,28,18,11,7,5,17,20,54,4,14,10,14,6,23,4,14,6,0,17
2023,1252,Lipscomb,87,1122,Austin Peay,65,A,0,36,55,6,15,9,11,5,28,18,18,4,2,12,25,62,6,23,9,13,9,13,9,12,12,1,12
2023,1324,Oakland,69,1352,Robert Morris,65,H,0,23,51,8,20,15,21,7,22,9,10,9,3,12,25,63,9,31,6,8,15,25,14,15,7,2,16
2023,1407,Troy,65,1209,Georgia St,53,A,0,25,62,5,24,10,14,7,25,18,9,12,4,12,18,51,3,16,14,16,4,28,12,18,4,1,16
2023,1417,UCLA,68,1428,Utah,49,H,0,29,60,7,18,3,8,12,25,21,12,8,8,14,18,49,6,19,7,11,4,18,9,15,9,0,11
2023,1451,Weber St,59,1285,Montana,57,A,0,20,51,8,19,11,17,6,26,10,8,3,1,14,20,49,9,27,8,11,3,23,12,8,3,1,15
2023,1103,Akron,104,1185,E Michigan,67,H,0,34,63,10,33,26,32,8,33,22,7,2,1,18,20,57,5,23,22,26,2,21,7,7,5,1,20
2023,1165,Cornell,94,1463,Yale,82,H,0,25,49,13,27,31,34,1,20,17,7,10,1,16,30,51,6,20,16,21,2,21,16,15,5,3,25
2023,1228,Illinois,75,1277,Michigan St,66,H,0,27,60,6,18,15,18,8,21,11,5,4,10,10,28,65,0,7,10,13,12,27,4,9,2,2,17
2023,1345,Purdue,73,1304,Nebraska,55,H,0,23,52,11,29,16,20,12,25,12,12,6,4,13,23,53,7,16,2,3,4,14,9,9,5,3,19
2023,1433,VCU,63,1173,Dayton,62,A,0,27,60,6,15,3,8,8,19,8,13,10,2,15,24,48,3,10,11,17,8,25,9,18,7,5,13
2023,1104,Alabama,106,1261,LSU,66,H,0,35,76,20,54,16,20,19,29,19,8,7,7,21,18,61,8,21,22,29,11,22,12,11,4,0,18
2023,1111,Appalachian St,58,1407,Troy,45,H,0,19,53,5,21,15,20,3,31,10,10,5,4,15,16,60,5,31,8,14,14,27,8,16,7,4,19
2023,1120,Auburn,69,1280,Mississippi St,63,H,0,24,55,11,25,10,13,8,18,11,18,10,1,22,21,56,0,18,21,28,15,21,7,15,9,4,14
2023,1124,Baylor,74,1329,Oklahoma St,58,H,0,25,54,9,24,15,22,8,27,18,10,2,1,14,23,60,7,33,5,8,6,21,12,10,2,6,19
2023,1136,Bryant,87,1306,New Hampshire,81,A,0,26,46,8,17,27,35,8,24,9,14,3,0,20,28,59,7,21,18,23,7,15,17,5,7,1,22
2023,1140,BYU,91,1337,Pepperdine,81,H,0,29,57,8,22,25,32,12,27,18,14,6,6,17,31,60,6,18,13,18,3,17,15,11,8,0,20
2023,1155,Clemson,72,1181,Duke,64,H,0,27,59,3,17,15,18,8,24,12,9,4,4,17,24,63,3,20,13,18,13,23,9,11,4,4,18
2023,1166,Creighton,73,1344,Providence,67,H,0,26,54,3,16,18,23,4,25,13,7,6,5,15,25,65,4,19,13,15,14,29,9,11,4,4,19
2023,1167,CS Bakersfield,56,1471,UC San Diego,52,H,0,23,54,5,10,5,6,10,21,14,11,6,2,14,20,46,6,15,6,8,6,19,8,12,6,1,9
2023,1178,Detroit,87,1352,Robert Morris,75,H,0,29,55,17,29,12,16,9,23,13,9,5,2,15,25,56,9,21,16,19,10,19,10,8,5,3,18
2023,1179,Drake,86,1133,Bradley,61,H,0,32,57,12,25,10,11,10,26,15,10,4,1,12,23,60,8,31,7,8,9,15,11,11,4,4,16
2023,1196,Florida,73,1281,Missouri,64,H,0,24,51,10,23,15,21,8,22,15,18,10,3,12,25,60,3,18,11,15,8,21,9,14,12,2,20
2023,1208,Georgia,62,1279,Mississippi,58,A,0,21,59,7,22,13,14,12,21,11,11,6,3,9,25,59,3,19,5,8,5,23,13,10,5,4,14
2023,1211,Gonzaga,115,1339,Portland,75,H,0,45,80,17,38,8,12,12,24,22,4,12,3,25,22,53,11,33,20,32,10,24,13,19,1,1,12
2023,1219,High Point,64,1342,Presbyterian,56,H,0,22,45,4,13,16,30,9,24,11,16,9,9,21,20,53,7,19,9,22,14,18,12,15,10,3,24
2023,1231,Indiana,63,1458,Wisconsin,45,H,0,29,62,1,8,4,5,8,32,10,8,4,6,16,18,56,5,24,4,11,7,23,6,8,4,0,11
2023,1242,Kansas,62,1235,Iowa St,60,H,0,22,48,6,21,12,20,5,25,15,12,9,6,12,23,60,8,20,6,10,11,23,12,13,9,5,16
2023,1246,Kentucky,63,1397,Tennessee,56,A,0,18,51,5,16,22,25,10,29,14,18,6,1,18,23,57,3,21,7,10,3,18,17,10,7,3,24
2023,1251,Liberty,82,1146,Cent Arkansas,62,H,0,29,62,13,36,11,15,8,22,18,8,6,1,14,24,57,7,23,7,12,8,17,9,15,7,0,19
2023,1252,Lipscomb,86,1122,Austin Peay,72,H,0,26,51,10,22,24,29,7,23,17,13,5,2,18,25,62,7,21,15,16,11,19,13,11,7,4,21
2023,1285,Montana,84,1226,Idaho St,55,H,0,28,51,13,27,15,18,6,33,16,12,3,3,18,20,59,6,24,9,13,6,15,10,6,5,0,17
2023,1307,New Mexico,76,1361,San Diego St,67,A,0,27,58,6,18,16,22,5,29,5,11,8,1,15,25,59,6,24,11,21,7,23,14,12,6,3,20
2023,1314,North Carolina,80,1257,Louisville,59,A,0,27,57,7,24,19,23,9,27,12,13,11,1,25,20,54,1,14,18,28,8,21,6,14,3,2,16
2023,1328,Oklahoma,77,1452,West Virginia,76,H,0,25,45,9,20,18,25,5,22,14,13,3,0,15,31,55,6,13,8,16,4,15,8,4,4,2,20
2023,1332,Oregon,87,1112,Arizona,68,H,0,34,64,11,32,8,10,11,27,18,15,13,3,15,24,64,9,25,11,13,11,19,14,16,10,4,15
2023,1400,Texas,72,1403,Texas Tech,70,H,0,23,53,8,28,18,24,4,23,12,13,7,8,15,24,60,8,21,14,20,10,24,8,15,4,1,22
2023,1401,Texas A&M,94,1376,South Carolina,53,A,0,34,62,9,20,17,21,20,26,16,10,8,4,16,19,50,6,22,9,13,5,11,9,12,7,2,17
2023,1417,UCLA,68,1160,Colorado,54,H,0,24,63,4,19,16,24,16,21,11,11,15,11,20,15,49,4,14,20,23,11,24,8,21,7,3,16
2023,1435,Vanderbilt,97,1116,Arkansas,84,H,0,29,56,10,18,29,36,12,19,10,8,5,5,20,31,63,7,18,15,24,11,14,11,11,3,6,30
2023,1459,Wofford,86,1440,VMI,67,H,0,30,55,9,24,17,19,8,18,17,8,6,4,12,25,56,8,28,9,11,12,16,12,10,4,0,18
2023,1465,Cal Baptist,79,1213,Grand Canyon,74,H,0,23,51,12,27,21,31,5,22,13,7,5,3,15,27,58,4,22,16,20,10,22,10,8,2,3,25
2023,1234,Iowa,81,1268,Maryland,67,H,0,33,55,6,14,9,13,6,20,19,9,7,6,15,28,59,5,16,6,9,8,17,8,12,5,0,14
2023,1272,Memphis,61,1396,Temple,59,A,0,22,58,4,23,13,16,7,21,10,9,8,5,17,17,58,4,29,21,23,14,27,6,16,3,5,17
2023,1276,Michigan,85,1321,Northwestern,78,H,0,29,56,10,22,17,24,10,28,18,18,5,4,17,27,64,6,23,18,24,9,20,13,8,11,1,19
2023,1462,Xavier,80,1266,Marquette,76,H,0,31,69,5,18,13,17,16,27,20,10,4,5,13,31,65,6,24,8,11,8,21,21,7,8,6,17
2023,1186,E Washington,64,1285,Montana,57,H,0,20,49,9,21,15,18,6,24,11,11,3,5,13,21,56,5,28,10,11,7,24,10,10,6,0,19
2023,1228,Illinois,78,1278,Minnesota,60,A,0,32,64,5,16,9,14,9,36,17,10,2,7,21,21,58,3,13,15,25,6,18,13,5,5,2,14
2023,1345,Purdue,64,1277,Michigan St,63,A,0,22,52,4,10,16,18,8,21,17,9,6,2,16,25,53,6,19,7,10,8,22,12,11,3,0,19
2023,1413,UC Davis,78,1471,UC San Diego,70,A,0,31,61,4,13,12,13,14,18,15,12,8,3,14,28,48,7,16,7,15,4,13,14,16,7,1,17
2023,1463,Yale,81,1135,Brown,78,H,0,29,64,8,12,15,28,11,26,18,11,6,4,16,30,61,11,28,7,11,3,29,15,12,4,0,22
2023,1103,Akron,69,1141,C Michigan,51,A,0,23,55,8,26,15,22,6,25,13,9,7,2,19,16,47,8,20,11,16,6,24,9,15,3,5,18
2023,1104,Alabama,78,1435,Vanderbilt,66,A,0,28,64,8,30,14,17,10,33,10,14,3,4,19,22,73,6,33,16,20,12,28,8,8,6,1,19
2023,1124,Baylor,81,1403,Texas Tech,74,A,0,28,58,11,29,14,18,11,17,16,3,7,1,18,27,53,12,31,8,15,10,19,17,9,2,2,14
2023,1166,Creighton,73,1139,Butler,52,A,0,30,64,7,22,6,7,12,34,12,7,4,4,12,20,58,8,14,4,5,2,19,14,6,2,4,11
2023,1222,Houston,80,1408,Tulane,60,A,0,31,56,12,24,6,9,7,27,20,13,8,7,12,22,55,6,26,10,12,5,19,10,14,7,1,12
2023,1243,Kansas St,83,1242,Kansas,82,H,1,25,60,7,17,26,33,11,27,12,13,12,3,24,26,60,6,29,24,34,8,24,21,15,9,4,25
2023,1246,Kentucky,85,1208,Georgia,71,H,0,29,66,4,15,23,30,13,28,15,5,9,5,19,24,52,7,20,16,24,2,25,7,10,3,1,23
2023,1307,New Mexico,77,1363,San Jose St,57,H,0,27,51,3,15,20,26,7,32,13,10,1,4,16,21,62,6,32,9,13,7,21,11,3,7,1,19
2023,1314,North Carolina,72,1130,Boston College,64,H,0,26,61,10,29,10,17,11,22,8,12,6,2,13,26,54,0,6,12,14,3,22,6,9,5,3,19
2023,1397,Tennessee,70,1280,Mississippi St,59,A,0,23,51,10,24,14,15,10,28,10,15,4,9,18,19,57,7,26,14,22,13,15,9,9,10,3,17
2023,1433,VCU,83,1269,Massachusetts,55,H,0,31,59,8,16,13,17,9,30,19,13,9,4,13,19,65,4,25,13,20,11,20,14,15,8,3,14
2023,1448,Wake Forest,87,1155,Clemson,77,H,0,28,61,9,26,22,33,10,27,13,5,7,3,18,28,66,8,27,13,14,9,27,13,11,4,2,26
2023,1458,Wisconsin,63,1336,Penn St,60,H,0,23,54,7,17,10,16,5,23,8,5,3,2,13,22,49,8,20,8,11,4,27,10,10,3,5,21
2023,1120,Auburn,67,1261,LSU,49,A,0,26,59,8,24,7,11,10,29,11,8,8,7,16,17,58,4,20,11,17,11,22,7,11,5,5,13
2023,1213,Grand Canyon,89,1469,Utah Tech,85,H,0,28,51,14,23,19,23,6,19,13,11,4,1,23,27,57,10,20,21,30,11,16,11,8,5,0,20
