season_Season,season_WTeamID,season_WTeamName,season_WScore,season_LTeamID,season_LTeamName,season_LScore,season_WLoc,season_NumOT,season_WFGM,season_WFGA,season_WFGM3,season_WFGA3,season_WFTM,season_WFTA,season_WOR,season_WDR,season_WAst,season_WTO,season_WStl,season_WBlk,season_WPF,season_LFGM,season_LFGA,season_LFGM3,season_LFGA3,season_LFTM,season_LFTA,season_LOR,season_LDR,season_LAst,season_LTO,season_LStl,season_LBlk,season_LPF
2023,1262,MA Lowell,92,1306,New Hampshire,55,H,0,38,65,8,20,8,11,9,25,16,4,11,3,15,20,51,5,21,10,15,8,17,7,17,3,2,14
2023,1263,Maine,71,1127,Binghamton,67,A,1,25,70,4,22,17,23,12,27,7,12,14,2,14,27,65,6,18,7,12,11,30,17,15,7,6,16
2023,1266,Marquette,90,1177,DePaul,84,H,0,30,62,12,28,18,23,9,16,22,9,10,4,17,31,60,7,14,15,22,10,23,21,17,6,6,21
2023,1271,MD E Shore,78,1164,Coppin St,57,A,0,23,54,10,31,22,31,8,25,16,10,11,1,20,19,53,5,22,14,22,5,23,11,15,5,0,26
2023,1273,Mercer,72,1154,Citadel,50,H,0,27,52,10,23,8,14,9,28,12,10,5,3,15,20,57,1,15,9,14,8,19,3,8,4,2,13
2023,1275,Miami OH,85,1325,Ohio,68,H,0,31,51,10,19,13,16,4,27,14,19,3,5,16,24,63,7,20,13,21,12,11,9,10,10,5,18
2023,1279,Mississippi,82,1261,LSU,69,H,0,32,58,9,21,9,9,5,20,17,10,8,0,12,24,54,7,27,14,15,5,17,14,13,6,0,10
2023,1280,Mississippi St,69,1401,Texas A&M,62,H,0,23,52,3,21,20,30,10,18,13,10,12,5,20,17,43,8,22,20,26,7,21,9,16,2,0,24
2023,1281,Missouri,85,1208,Georgia,63,A,0,33,57,14,28,5,9,8,19,17,12,10,2,18,19,46,10,29,15,20,10,18,14,19,5,1,9
2023,1285,Montana,74,1170,CS Sacramento,72,H,0,26,53,8,23,14,20,4,15,12,6,7,2,18,25,45,9,19,13,17,6,23,14,15,1,1,20
2023,1286,Montana St,91,1340,Portland St,78,H,0,28,57,3,5,32,43,7,33,11,10,6,5,22,24,57,7,19,23,27,1,24,10,12,5,3,33
2023,1287,Morehead St,72,1404,TN Martin,58,H,0,27,59,9,29,9,15,7,27,18,6,4,10,15,23,56,3,12,9,13,4,20,6,10,5,0,16
2023,1288,Morgan St,83,1175,Delaware St,78,H,0,33,56,9,15,8,17,5,23,21,17,7,7,16,32,70,5,21,9,13,11,24,16,17,9,2,17
2023,1290,MS Valley St,78,1115,Ark Pine Bluff,74,H,0,25,59,11,24,17,25,10,28,15,13,10,1,21,22,51,8,23,22,30,5,23,3,14,8,0,19
2023,1292,MTSU,63,1256,Louisiana Tech,49,H,0,21,52,9,28,12,18,8,28,13,11,3,8,12,19,69,3,18,8,10,14,24,6,7,6,3,12
2023,1295,N Dakota St,71,1442,W Illinois,69,H,0,25,50,8,20,13,18,7,18,10,10,2,2,18,26,56,7,20,10,14,10,15,12,8,7,1,13
2023,1296,N Illinois,84,1141,C Michigan,80,A,0,26,50,7,13,25,39,7,23,11,17,3,1,27,22,60,6,22,30,37,14,23,7,16,6,3,29
2023,1297,N Kentucky,78,1324,Oakland,69,A,0,28,57,15,26,7,8,12,21,21,18,5,4,15,21,48,5,16,22,24,5,12,9,8,8,2,16
2023,1299,NC A&T,73,1214,Hampton,72,H,1,28,72,9,23,8,17,14,34,15,14,5,7,16,26,79,7,28,13,20,14,29,8,10,3,5,16
2023,1300,NC Central,68,1224,Howard,60,H,0,25,58,4,17,14,17,13,22,11,15,5,8,14,26,72,5,16,3,4,17,20,14,14,9,4,13
2023,1304,Nebraska,78,1278,Minnesota,67,H,0,30,61,4,15,14,21,6,26,7,10,13,1,13,24,59,8,24,11,11,8,27,13,19,5,6,16
2023,1309,New Orleans,84,1249,Lamar,79,A,0,28,60,4,21,24,29,14,12,13,11,14,2,19,25,52,8,20,21,24,12,16,10,20,6,5,19
2023,1311,Nicholls St,68,1223,Houston Chr,64,H,0,26,56,6,21,10,23,3,24,13,10,11,1,19,19,53,11,32,15,20,8,30,14,20,6,3,21
2023,1313,Norfolk St,88,1354,S Carolina St,76,A,0,28,47,7,16,25,31,7,28,12,19,7,3,20,25,70,11,34,15,21,16,13,17,11,6,3,24
2023,1314,North Carolina,71,1438,Virginia,63,H,0,22,47,10,22,17,22,3,34,12,11,1,8,14,27,68,4,12,5,11,9,23,14,3,7,2,18
2023,1315,North Dakota,82,1472,St Thomas MN,74,H,0,29,56,10,24,14,24,6,29,12,10,3,2,15,30,68,7,22,7,12,8,26,15,7,7,0,24
2023,1319,Northern Arizona,85,1294,N Colorado,82,A,0,30,56,9,20,16,24,5,17,11,9,5,2,21,29,54,7,23,17,24,10,23,11,11,1,2,23
2023,1328,Oklahoma,61,1235,Iowa St,50,A,0,19,41,10,23,13,14,4,31,15,16,3,8,18,18,58,4,15,10,17,7,16,6,5,6,2,16
2023,1331,Oral Roberts,69,1355,S Dakota St,65,A,0,20,56,11,30,18,20,4,24,11,7,11,2,16,25,59,7,22,8,10,8,33,7,15,4,2,18
2023,1332,Oregon,69,1333,Oregon St,67,A,0,23,58,10,21,13,15,11,21,16,6,6,1,13,22,48,8,17,15,21,8,22,13,8,4,2,15
2023,1334,Pacific,81,1339,Portland,77,H,0,27,60,10,28,17,21,5,24,18,6,6,2,21,24,59,11,35,18,23,10,26,12,11,4,3,15
2023,1335,Penn,89,1171,Dartmouth,79,H,0,32,52,8,19,17,18,4,23,13,15,9,3,16,29,55,13,29,8,14,4,13,16,15,4,1,12
2023,1338,Pittsburgh,99,1393,Syracuse,82,H,0,32,68,16,41,19,22,15,18,27,5,6,3,17,28,56,9,16,17,24,11,15,13,11,2,2,16
2023,1341,Prairie View,75,1108,Alcorn St,71,A,0,25,60,7,19,18,21,9,19,10,14,8,3,20,27,59,2,10,15,18,10,19,8,14,6,3,18
2023,1343,Princeton,58,1217,Harvard,56,A,0,23,52,7,24,5,6,5,26,11,9,4,0,12,19,58,5,23,13,18,11,23,7,6,4,0,12
2023,1347,Radford,67,1144,Campbell,65,H,0,21,54,7,24,18,25,10,26,11,9,5,3,24,24,52,4,16,13,24,7,25,13,9,2,4,18
2023,1357,Sacred Heart,69,1148,Central Conn,67,A,0,22,53,6,20,19,26,7,24,8,10,7,2,17,21,56,10,25,15,22,13,21,14,11,2,5,20
2023,1358,Sam Houston St,64,1381,Southern Utah,57,H,0,21,53,3,15,19,27,6,32,13,15,8,4,21,17,56,8,29,15,21,9,25,7,15,5,3,22
2023,1361,San Diego St,73,1307,New Mexico,71,A,0,31,70,9,22,2,4,11,25,17,11,6,5,18,24,54,7,15,16,22,5,22,13,10,5,1,13
2023,1363,San Jose St,74,1129,Boise St,68,H,1,26,72,8,31,14,19,16,30,11,11,5,6,18,22,53,10,23,14,20,4,25,14,11,6,5,19
2023,1364,UC Santa Barbara,87,1471,UC San Diego,71,A,0,35,59,10,17,7,8,7,23,20,8,6,3,7,29,61,10,25,3,3,5,18,14,9,4,1,8
2023,1365,Santa Clara,81,1360,San Diego,63,A,0,31,59,8,17,11,22,8,28,18,6,3,7,19,21,62,3,25,18,21,12,23,6,10,4,1,21
2023,1367,SC Upstate,75,1205,Gardner Webb,69,H,0,24,57,6,17,21,23,4,18,9,7,12,3,22,23,46,5,13,18,29,8,28,11,18,3,7,20
2023,1368,SE Louisiana,78,1270,McNeese St,75,H,1,30,71,4,17,14,19,15,24,11,7,4,2,16,27,66,9,22,12,15,12,26,12,11,2,1,18
2023,1377,South Dakota,82,1282,Missouri KC,48,H,0,29,51,12,23,12,18,4,21,16,3,5,2,17,18,49,5,19,7,13,8,18,4,10,1,2,16
2023,1378,South Florida,71,1374,SMU,67,H,0,23,46,8,21,17,26,7,25,7,16,5,3,17,23,53,7,23,14,22,7,18,9,10,9,0,22
2023,1387,St Louis,81,1260,Loyola-Chicago,62,H,0,30,61,8,21,13,17,9,26,19,9,10,4,13,23,53,6,22,10,14,2,22,16,12,3,2,17
2023,1394,TAM C. Christi,83,1322,Northwestern LA,75,H,0,24,52,8,18,27,35,8,22,18,13,4,3,21,25,57,2,15,23,26,8,20,9,9,7,3,26
2023,1395,TCU,83,1403,Texas Tech,82,A,0,33,68,6,21,11,13,12,17,19,7,6,2,18,30,60,7,20,15,21,11,19,13,12,3,2,10
2023,1397,Tennessee,85,1376,South Carolina,45,H,0,36,62,10,23,3,6,11,19,29,3,7,3,8,19,54,4,22,3,7,11,16,8,14,3,2,6
2023,1399,Tennessee Tech,75,1183,E Illinois,66,A,0,28,59,11,31,8,12,8,25,18,9,5,3,11,25,58,4,16,12,15,7,21,16,10,8,2,13
2023,1405,Toledo,101,1138,Buffalo,71,H,0,39,66,13,23,10,15,6,27,25,5,5,2,15,26,66,7,25,12,15,11,21,13,12,3,5,16
2023,1406,Towson,57,1423,UNC Wilmington,53,A,0,18,49,4,17,17,21,7,31,6,16,7,3,19,18,46,5,15,12,20,1,25,7,14,8,5,18
2023,1410,UTRGV,99,1470,Tarleton St,95,H,1,31,53,9,22,28,34,5,31,23,25,1,1,28,32,65,1,11,30,38,4,13,20,9,18,3,31
2023,1412,UAB,72,1443,WKU,60,A,0,29,66,5,19,9,15,12,19,15,5,10,1,13,23,56,5,20,9,12,10,19,13,14,1,6,13
2023,1413,UC Davis,58,1142,Cal Poly,52,A,0,16,48,7,22,19,27,8,28,7,15,6,4,16,20,55,4,22,8,12,7,25,12,15,10,4,22
2023,1421,UNC Asheville,76,1255,Longwood,66,A,0,24,44,11,19,17,22,4,23,10,12,6,3,12,26,61,4,20,10,13,10,18,11,10,6,3,18
2023,1425,USC,62,1428,Utah,49,A,0,21,50,11,23,9,14,4,28,11,9,3,7,12,20,63,5,22,4,11,9,23,10,8,7,3,13
2023,1426,UT Arlington,71,1469,Utah Tech,69,H,1,28,61,11,26,4,5,8,26,22,15,5,5,22,23,55,6,24,17,25,11,24,11,14,7,1,15
2023,1427,UT San Antonio,95,1198,Florida Intl,91,A,0,31,66,8,20,25,31,16,18,16,16,13,4,17,29,56,11,18,22,27,6,21,13,20,9,4,23
2023,1430,Utah Valley,66,1101,Abilene Chr,62,A,0,27,54,4,14,8,10,4,28,15,15,6,4,12,23,61,10,29,6,8,7,22,12,16,9,5,17
2023,1435,Vanderbilt,88,1196,Florida,72,H,0,31,60,10,24,16,23,10,27,10,6,1,7,16,27,63,7,24,11,19,11,18,11,4,4,3,16
2023,1436,Vermont,70,1136,Bryant,66,A,0,27,56,9,23,7,11,2,20,12,6,3,3,12,26,57,7,27,7,7,7,26,12,11,4,3,14
2023,1437,Villanova,79,1166,Creighton,67,H,0,27,54,9,22,16,20,5,26,14,3,5,2,17,23,59,5,26,16,20,10,19,13,6,1,3,10
2023,1441,W Carolina,85,1440,VMI,66,H,0,27,55,14,28,17,19,6,29,17,8,2,6,13,24,69,11,35,7,8,10,20,15,4,5,2,14
2023,1447,Wagner,68,1384,St Francis PA,58,A,0,26,59,7,19,9,12,11,25,8,5,5,1,14,19,46,7,17,13,18,4,17,11,8,3,3,13
2023,1448,Wake Forest,66,1323,Notre Dame,58,H,0,21,59,12,33,12,19,10,25,13,12,6,6,18,21,53,5,20,11,14,5,27,9,10,7,7,21
2023,1450,Washington St,63,1143,California,57,A,0,18,54,6,25,21,26,6,29,7,6,2,2,19,19,51,5,18,14,18,3,26,12,6,4,4,18
2023,1451,Weber St,67,1225,Idaho,53,H,0,25,58,9,23,8,10,5,29,11,8,8,1,16,16,47,9,23,12,19,4,28,10,13,4,2,17
2023,1454,WI Milwaukee,81,1156,Cleveland St,72,H,0,24,57,5,14,28,36,16,28,9,23,8,5,18,28,74,3,20,13,25,18,18,10,15,12,1,20
2023,1456,William & Mary,74,1284,Monmouth NJ,62,H,0,21,47,11,26,21,28,3,24,15,14,9,2,19,23,51,3,9,13,22,6,27,15,19,9,0,24
2023,1457,Winthrop,84,1219,High Point,78,H,0,27,57,11,29,19,26,6,24,9,6,3,4,18,28,68,10,33,12,22,13,26,9,7,4,6,22
2023,1459,Wofford,86,1151,Chattanooga,74,H,0,30,60,11,29,15,17,13,24,9,11,3,5,9,29,62,9,29,7,13,8,15,9,9,7,2,17
2023,1460,Wright St,82,1178,Detroit,71,A,0,29,51,6,13,18,22,3,28,14,10,5,2,20,25,68,9,25,12,19,16,20,12,7,8,2,18
2023,1463,Yale,76,1165,Cornell,58,H,0,28,51,7,19,13,18,5,28,19,13,7,1,19,19,49,8,30,12,17,4,20,10,12,11,0,19
2023,1464,Youngstown St,93,1237,IUPUI,79,A,0,34,59,8,18,17,22,7,15,18,6,7,2,18,31,57,3,11,14,22,8,17,15,12,4,4,18
2023,1467,Merrimack,80,1254,LIU Brooklyn,59,A,0,28,65,9,24,15,25,12,24,21,15,15,6,18,21,50,1,2,16,24,6,29,15,24,10,7,22
2023,1473,Lindenwood,97,1114,Ark Little Rock,96,H,1,29,63,14,27,25,30,9,23,13,11,6,3,14,36,66,10,26,14,17,7,27,20,12,7,3,25
2023,1475,Southern Indiana,93,1398,Tennessee St,81,A,0,27,59,8,25,31,38,14,31,9,10,7,6,19,29,67,7,28,16,23,10,18,13,8,5,5,27
2023,1125,Belmont,83,1320,Northern Iowa,75,A,0,29,62,7,27,18,20,8,26,12,7,11,1,15,26,62,9,28,14,19,7,26,12,13,5,0,17
2023,1133,Bradley,73,1179,Drake,61,H,0,28,50,7,14,10,15,8,31,13,15,6,4,14,24,63,5,21,8,11,9,18,11,10,9,1,14
2023,1145,Canisius,64,1193,Fairfield,51,H,0,27,64,6,24,4,4,10,31,20,12,5,3,12,20,57,8,21,3,5,5,19,11,10,6,2,13
2023,1172,Davidson,71,1182,Duquesne,67,A,0,28,51,9,21,6,11,4,25,12,8,3,0,14,25,55,9,24,8,13,5,21,14,6,3,3,15
2023,1229,Illinois St,72,1191,Evansville,53,H,0,27,51,9,19,9,10,6,24,12,14,5,1,12,21,56,5,16,6,8,5,15,6,9,8,4,13
2023,1233,Iona,93,1373,Siena,60,H,0,29,63,10,20,25,34,12,30,21,11,13,5,15,23,63,7,30,7,12,8,23,18,19,6,2,22
2023,1264,Manhattan,72,1346,Quinnipiac,70,A,0,29,59,7,21,7,14,7,21,13,13,7,5,10,27,63,9,25,7,7,7,21,18,13,7,3,13
2023,1268,Maryland,75,1321,Northwestern,59,H,0,28,52,14,22,5,8,7,21,17,6,2,4,8,24,53,5,19,6,7,8,17,9,7,2,2,12
2023,1272,Memphis,76,1153,Cincinnati,73,H,0,30,65,3,15,13,17,9,19,10,8,15,5,16,29,59,10,27,5,9,8,26,17,20,5,2,17
2023,1276,Michigan,87,1458,Wisconsin,79,H,1,29,59,7,21,22,26,5,30,7,12,4,6,17,30,70,8,23,11,12,6,23,10,8,5,4,19
2023,1283,Missouri St,66,1232,Indiana St,62,A,0,23,54,7,24,13,21,7,25,11,10,9,5,21,20,50,3,18,19,23,4,23,10,11,8,3,18
2023,1291,Mt St Mary's,63,1351,Rider,58,A,0,22,50,4,17,15,25,10,30,7,11,2,2,16,23,61,4,16,8,18,9,21,9,4,8,0,19
2023,1293,Murray St,77,1434,Valparaiso,76,H,1,28,61,6,15,15,20,6,27,14,13,4,2,13,33,70,6,23,4,6,5,25,16,11,7,2,17
2023,1326,Ohio St,72,1228,Illinois,60,H,0,30,56,3,14,9,10,6,28,10,12,6,3,15,22,61,6,29,10,14,7,18,8,11,4,4,13
2023,1344,Providence,88,1207,Georgetown,68,A,0,35,69,10,19,8,12,13,27,23,8,10,7,10,25,63,11,28,7,11,8,23,12,14,7,7,11
2023,1353,Rutgers,59,1336,Penn St,56,A,0,23,61,6,18,7,11,10,27,9,4,5,1,15,20,54,8,29,8,13,9,27,11,8,1,3,12
2023,1356,S Illinois,68,1227,IL Chicago,65,A,0,23,64,10,24,12,17,6,30,17,6,7,5,16,25,57,7,23,8,14,4,36,12,13,2,6,14
2023,1372,SF Austin,80,1465,Cal Baptist,58,H,0,31,58,7,15,11,14,9,23,13,8,7,2,21,19,55,7,24,13,19,11,19,8,14,3,2,17
2023,1382,St Bonaventure,89,1386,St Joseph's PA,76,H,0,29,51,9,21,22,30,7,21,12,11,7,2,18,22,50,10,32,22,26,7,15,9,14,4,3,22
2023,1389,St Peter's,66,1310,Niagara,65,A,0,25,47,4,12,12,16,6,14,9,12,8,4,18,23,47,8,20,11,15,6,15,12,14,4,3,15
2023,1390,Stanford,81,1449,Washington,69,H,0,29,59,12,24,11,17,5,29,25,13,7,3,21,22,57,4,17,21,25,6,25,8,14,6,2,19
2023,1416,UCF,68,1409,Tulsa,49,A,0,25,57,7,27,11,14,10,23,14,11,13,5,13,16,45,5,18,12,16,6,20,11,16,8,1,10
2023,1417,UCLA,60,1160,Colorado,56,A,0,22,54,1,14,15,22,7,22,6,8,8,4,20,18,54,7,22,13,23,14,24,11,10,6,2,16
2023,1455,Wichita St,83,1408,Tulane,76,A,0,26,49,10,22,21,29,2,31,19,14,9,1,13,28,62,15,33,5,9,4,18,21,10,7,2,21
2023,1108,Alcorn St,89,1411,TX Southern,81,H,0,27,59,6,19,29,40,7,21,14,4,9,2,19,32,62,4,16,13,15,8,22,8,12,2,0,24
2023,1124,Baylor,74,1329,Oklahoma St,68,A,0,23,55,11,31,17,20,9,16,13,10,6,0,16,27,68,9,32,5,9,21,17,13,10,4,2,17
2023,1164,Coppin St,82,1175,Delaware St,72,A,0,28,47,12,25,14,21,0,22,17,12,5,1,22,22,53,8,22,20,27,7,22,14,9,8,1,16
2023,1170,CS Sacramento,76,1340,Portland St,74,A,0,29,55,1,11,17,22,5,24,19,14,8,1,21,26,55,6,17,16,22,6,17,16,15,5,3,19
2023,1212,Grambling,66,1126,Bethune-Cookman,54,A,0,28,52,3,9,7,12,7,27,8,11,5,2,15,23,56,2,15,6,12,7,17,10,9,6,2,11
2023,1224,Howard,82,1354,S Carolina St,78,A,0,31,61,11,24,9,13,11,17,17,20,8,1,23,26,54,5,21,21,25,9,19,12,17,6,3,13
2023,1238,Jackson St,61,1341,Prairie View,57,H,0,24,48,5,12,8,12,8,31,13,22,5,2,15,19,63,10,30,9,13,9,16,13,10,13,4,16
2023,1285,Montana,68,1225,Idaho,53,A,0,27,58,8,20,6,8,7,24,11,10,4,6,16,19,49,2,10,13,16,6,21,4,11,2,2,11
2023,1286,Montana St,79,1186,E Washington,74,A,0,29,55,7,19,14,16,9,18,11,10,8,1,18,27,52,8,19,12,15,6,16,8,12,4,2,16
2023,1288,Morgan St,68,1271,MD E Shore,61,A,0,26,61,4,12,12,15,9,35,16,20,7,3,21,19,62,8,23,15,25,9,24,10,13,11,3,13
2023,1294,N Colorado,87,1226,Idaho St,72,H,0,32,58,5,18,18,24,3,28,11,6,2,6,18,28,64,6,21,10,16,8,25,13,7,3,4,19
2023,1300,NC Central,76,1313,Norfolk St,75,H,1,28,63,9,29,11,20,11,18,14,14,7,1,25,26,53,4,12,19,30,9,24,6,15,13,6,18
2023,1314,North Carolina,77,1199,Florida St,66,A,0,23,53,14,29,17,24,8,31,15,14,5,2,17,25,60,3,15,13,21,8,23,7,8,3,2,18
2023,1380,Southern Univ,60,1197,Florida A&M,58,A,0,23,55,3,18,11,19,3,31,6,11,9,0,15,23,61,8,25,4,8,6,26,17,13,7,1,16
2023,1451,Weber St,90,1319,Northern Arizona,89,A,1,32,57,12,25,14,19,6,27,17,13,5,1,19,32,77,14,40,11,20,16,22,19,10,10,0,18
2023,1452,West Virginia,72,1235,Iowa St,69,A,0,22,50,9,27,19,23,7,22,11,11,5,3,20,24,52,8,21,13,18,5,18,13,10,6,1,25
2023,1461,Wyoming,80,1305,Nevada,71,H,0,23,47,10,23,24,28,6,31,13,15,4,4,17,25,61,7,21,14,17,5,20,12,8,8,2,25
2023,1468,Bellarmine,76,1316,North Florida,74,N,0,30,58,5,19,11,15,8,20,14,12,7,2,14,27,53,14,30,6,13,5,16,13,13,7,4,17
2023,1474,Queens NC,61,1195,FGCU,55,N,0,18,59,8,26,17,23,12,30,10,12,5,0,12,20,53,10,34,5,9,0,28,12,12,7,4,20
2023,1103,Akron,87,1123,Ball St,83,H,0,26,59,12,31,23,27,9,20,12,9,5,0,14,31,60,12,25,9,11,6,26,15,9,5,2,23
2023,1110,American Univ,64,1137,Bucknell,59,H,0,26,52,6,13,6,8,8,23,11,8,6,6,10,23,49,9,18,4,6,1,18,12,9,7,1,14
2023,1117,Arkansas St,86,1157,Coastal Car,69,N,0,28,53,14,25,16,23,9,23,19,8,3,3,14,25,60,6,15,13,16,11,20,11,9,2,2,19
2023,1129,Boise St,66,1361,San Diego St,60,H,0,23,52,9,22,11,14,12,19,7,13,6,2,12,22,51,7,19,9,11,6,16,8,10,9,4,14
2023,1130,Boston College,71,1448,Wake Forest,69,A,0,29,56,7,13,6,7,5,20,11,11,7,2,16,24,53,11,28,10,17,5,21,11,10,6,3,12
2023,1132,Bowling Green,88,1185,E Michigan,68,H,0,34,62,7,19,13,18,9,21,17,11,5,2,16,24,52,3,12,17,22,6,18,6,12,3,3,20
2023,1138,Buffalo,85,1296,N Illinois,75,A,0,32,59,7,21,14,20,6,29,15,10,5,1,18,28,57,8,23,11,18,3,22,14,9,5,1,19
2023,1173,Dayton,77,1247,La Salle,53,H,0,29,53,12,23,7,12,7,23,18,8,5,2,13,18,57,7,24,10,15,15,19,8,11,3,3,14
2023,1178,Detroit,81,1236,PFW,68,H,0,29,61,10,25,13,16,8,26,15,12,10,3,12,23,60,10,35,12,16,9,20,19,13,7,1,16
2023,1181,Duke,71,1301,NC State,67,H,0,23,55,2,19,23,29,14,29,6,10,2,3,12,26,68,8,28,7,8,12,21,6,6,4,3,20
2023,1184,E Kentucky,73,1466,North Alabama,48,H,0,31,75,7,19,4,4,16,32,17,14,8,11,13,16,55,5,23,11,13,1,20,6,13,9,4,8
2023,1196,Florida,77,1208,Georgia,67,A,0,29,54,7,19,12,20,5,27,15,13,8,6,24,21,63,4,22,21,29,11,21,8,12,6,1,20
2023,1210,Georgia Tech,96,1393,Syracuse,76,A,0,35,67,18,40,8,10,7,21,27,9,7,2,14,27,56,4,17,18,20,3,22,17,10,4,4,11
2023,1234,Iowa,90,1231,Indiana,68,A,0,30,54,13,23,17,25,9,28,19,10,1,4,16,25,58,2,11,16,20,6,21,11,9,8,1,19
2023,1242,Kansas,67,1403,Texas Tech,63,H,0,22,56,5,23,18,22,3,25,13,5,6,8,12,25,61,3,16,10,14,9,32,9,8,3,0,15
2023,1244,Kennesaw,67,1474,Queens NC,66,H,0,25,53,4,19,13,26,6,24,11,12,5,5,18,26,59,4,20,10,20,9,25,13,13,7,1,22
2023,1245,Kent,82,1325,Ohio,75,H,0,31,57,8,21,12,16,7,22,13,8,6,5,14,26,59,12,31,11,15,11,19,8,9,5,0,15
2023,1251,Liberty,76,1468,Bellarmine,56,H,0,28,50,13,29,7,14,4,24,15,10,9,1,8,23,49,5,18,5,6,1,16,7,12,5,1,16
2023,1252,Lipscomb,83,1391,Stetson,70,A,0,30,63,10,23,13,18,5,27,17,4,3,3,15,23,58,8,24,16,17,4,28,8,7,1,4,17
2023,1259,Loyola MD,73,1221,Holy Cross,69,H,0,25,61,8,23,15,19,9,36,13,11,5,1,15,28,69,5,19,8,15,6,26,14,7,3,1,18
2023,1263,Maine,66,1136,Bryant,64,H,0,26,56,6,21,8,13,6,27,20,15,8,3,14,27,67,5,22,5,10,12,25,10,10,12,2,10
2023,1266,Marquette,72,1139,Butler,56,A,0,30,54,7,20,5,5,6,21,20,13,8,3,14,20,51,6,19,10,14,7,16,10,12,6,2,6
2023,1275,Miami OH,77,1444,W Michigan,62,A,0,25,50,8,20,19,23,6,24,14,9,8,5,17,23,60,6,25,10,14,14,19,12,11,6,1,19
2023,1277,Michigan St,80,1304,Nebraska,67,A,0,29,64,16,29,6,7,9,21,19,10,5,3,16,25,49,7,23,10,15,3,23,11,14,3,2,14
2023,1280,Mississippi St,74,1376,South Carolina,68,H,0,26,52,3,14,19,24,8,19,18,9,9,0,13,23,52,6,20,16,17,9,20,14,13,2,2,19
2023,1306,New Hampshire,59,1312,NJIT,58,H,0,20,56,9,24,10,18,9,22,11,3,5,3,12,23,53,4,14,8,11,6,30,1,6,3,3,17
2023,1307,New Mexico,94,1201,Fresno St,80,H,0,32,55,8,15,22,27,3,26,18,9,6,6,15,31,66,9,17,9,11,5,20,17,9,5,3,19
2023,1352,Robert Morris,67,1237,IUPUI,64,H,0,19,53,7,25,22,33,11,23,11,8,6,6,21,23,51,4,10,14,23,10,26,7,13,6,2,22
2023,1363,San Jose St,63,1161,Colorado St,46,H,0,21,54,11,29,10,12,12,24,12,9,9,7,11,19,52,5,21,3,8,8,21,8,13,3,0,15
2023,1397,Tennessee,75,1116,Arkansas,57,H,0,27,54,4,16,17,25,9,24,18,10,11,2,16,18,49,8,22,13,22,6,19,8,16,7,4,21
2023,1401,Texas A&M,69,1279,Mississippi,61,A,0,25,66,5,22,14,20,14,24,15,3,11,2,11,22,59,12,29,5,9,10,22,19,17,2,2,14
2023,1402,Texas St,81,1209,Georgia St,76,N,0,27,52,3,8,24,28,8,18,12,8,4,5,23,26,54,2,8,22,28,7,17,5,8,2,2,24
2023,1405,Toledo,99,1141,C Michigan,65,A,0,31,53,9,16,28,28,8,22,13,10,12,1,23,21,50,9,21,14,23,9,13,9,17,5,2,21
2023,1420,UMBC,70,1127,Binghamton,67,A,1,25,69,6,25,14,19,10,28,10,6,6,2,13,27,74,5,21,8,10,14,32,10,10,3,4,19
2023,1433,VCU,79,1387,St Louis,67,H,0,29,60,2,13,19,26,5,28,16,12,14,5,22,26,64,7,17,8,14,10,23,12,19,4,5,22
2023,1436,Vermont,79,1107,SUNY Albany,61,H,0,27,51,11,28,14,16,2,26,18,12,5,2,12,21,55,9,31,10,11,5,21,10,14,7,1,16
2023,1437,Villanova,76,1371,Seton Hall,72,A,0,22,41,10,23,22,23,2,19,9,13,7,6,16,25,55,8,18,14,18,11,17,14,10,7,2,18
2023,1438,Virginia,64,1155,Clemson,57,H,0,22,54,5,19,15,22,10,24,16,8,10,4,10,23,55,7,22,4,5,6,24,11,11,4,3,17
2023,1439,Virginia Tech,71,1257,Louisville,54,A,0,24,64,10,29,13,17,17,19,16,5,7,4,11,24,57,2,14,4,9,13,23,5,12,3,3,15
2023,1460,Wright St,77,1453,WI Green Bay,57,H,0,29,56,9,19,10,12,8,33,15,13,2,4,11,20,55,8,25,9,13,2,17,9,6,9,4,17
2023,1104,Alabama,90,1120,Auburn,85,H,1,29,66,8,31,24,31,12,20,16,14,10,5,20,29,63,12,20,15,24,9,25,13,17,7,0,29
2023,1144,Campbell,68,1342,Presbyterian,63,N,0,21,47,4,13,22,30,6,22,9,7,9,0,16,23,51,10,22,7,17,8,21,9,14,3,4,22
2023,1149,Charleston So,72,1219,High Point,70,N,0,28,63,4,14,12,25,13,27,8,14,5,6,14,24,63,7,26,15,22,11,25,10,9,10,8,15
2023,1163,Connecticut,88,1177,DePaul,59,H,0,35,64,10,23,8,10,9,26,24,13,9,6,13,21,60,5,15,12,16,8,16,5,13,8,4,13
2023,1166,Creighton,99,1207,Georgetown,59,H,0,33,61,19,34,14,19,8,32,27,10,4,3,16,21,66,5,25,12,15,10,18,9,7,8,2,14
2023,1182,Duquesne,88,1269,Massachusetts,79,H,0,28,60,12,28,20,24,9,19,22,12,12,4,18,30,64,5,16,14,19,17,24,14,21,7,3,17
2023,1187,East Carolina,83,1408,Tulane,68,H,0,26,68,9,29,22,31,14,28,15,9,9,5,22,22,56,5,19,19,26,7,27,11,14,6,2,21
2023,1188,SIUE,68,1475,Southern Indiana,54,N,0,19,51,8,20,22,35,9,31,9,13,6,5,13,19,65,8,31,8,12,11,26,7,11,4,3,25
